iter	Logloss
486	0.09213558543
487	0.0920890098
488	0.09203072278
489	0.09199213613
490	0.09195325418
491	0.09190990474
492	0.09185468142
493	0.09179332871
494	0.09175556054
495	0.0916710447
496	0.09156961664
497	0.09150876008
498	0.09142927653
499	0.09139245445
500	0.09132877023
501	0.09125843889
502	0.09122289792
503	0.09116954052
504	0.09109197003
505	0.0910439054
506	0.09099217111
507	0.09091951347
508	0.09086993139
509	0.0908202986
510	0.09076685023
511	0.09070734298
512	0.09062865454
513	0.09057798211
514	0.09052592092
515	0.09048628881
516	0.09043118561
517	0.09038440401
518	0.09034151183
519	0.09027452075
520	0.09022172013
521	0.09016888126
522	0.09011202583
523	0.09006670555
524	0.09001804361
525	0.08998818629
526	0.08994513481
527	0.08991440671
528	0.08987791323
529	0.08984532242
530	0.08978642079
531	0.08973074323
532	0.08969087735
533	0.08964397404
534	0.08960000518
535	0.08954568648
536	0.08950617239
537	0.08944700274
538	0.08939325288
539	0.08933695929
540	0.08929004503
541	0.08924252984
542	0.08920011664
543	0.08912236017
544	0.08905381531
545	0.08897610571
546	0.08894188777
547	0.08889732278
548	0.08886234284
549	0.08880920326
550	0.08876265985
551	0.08871655668
552	0.08867583239
553	0.08863997898
554	0.08859503888
555	0.08854966497
556	0.08847816277
557	0.08844213423
558	0.08839369854
559	0.08835044064
560	0.08830155741
561	0.08825970263
562	0.08821538851
563	0.08817342678
564	0.0881413117
565	0.08810002781
566	0.08805778436
567	0.08800290842
568	0.08793149403
569	0.08788654577
570	0.08783491025
571	0.08778433143
572	0.08773838426
573	0.08770578111
574	0.08766417156
575	0.0876030457
576	0.08754842264
577	0.08749031067
578	0.08743734323
579	0.08739623709
580	0.08734721733
581	0.08730855606
582	0.08727261443
583	0.08723536
584	0.08718747403
585	0.08713959779
586	0.08708895047
587	0.08702754719
588	0.08698604762
589	0.08694495973
590	0.08689762702
591	0.08683961316
592	0.08678956002
593	0.08674374296
594	0.0866831292
595	0.0866236709
596	0.08656046181
597	0.08650068569
598	0.0864667349
599	0.08641136348
600	0.08639012175
601	0.08635299004
602	0.08629656382
603	0.08624920364
604	0.08620262524
605	0.08615625767
606	0.08610809932
607	0.08608786548
608	0.08604665416
609	0.08600109476
610	0.08596576579
611	0.08592600697
612	0.08588744879
613	0.08584411555
614	0.08579793686
615	0.08573811229
616	0.08568445849
617	0.08563445779
618	0.08560364865
619	0.08555863569
620	0.08551730358
621	0.08549372056
622	0.08543649035
623	0.08539556844
624	0.08535506385
625	0.08529268377
626	0.08525174188
627	0.08522090052
628	0.08518711753
629	0.08514085406
630	0.08508769452
631	0.08505405284
632	0.08501253161
633	0.0849771727
634	0.08493514666
635	0.08490904368
636	0.0848701675
637	0.08482806911
638	0.08478781557
639	0.08475722495
640	0.08470813171
641	0.08467614359
642	0.08462700564
643	0.084597687
644	0.08454943447
645	0.08450734605
646	0.08445708484
647	0.08441371342
648	0.08437910505
649	0.08433853692
650	0.08430484632
651	0.08426271938
652	0.08423044477
653	0.08418295688
654	0.08412584797
655	0.08406986187
656	0.08401732079
657	0.08396092582
658	0.08390388259
659	0.08386662025
660	0.08382715169
661	0.08378466225
662	0.08374358544
663	0.08371244049
664	0.08366077651
665	0.08360143471
666	0.08355119749
667	0.08351771196
668	0.08348694971
669	0.0834374351
670	0.08341174833
671	0.08337778829
672	0.08335209876
673	0.08330965211
674	0.08326583199
675	0.08320817697
676	0.08318892609
677	0.0831579935
678	0.0831193876
679	0.08307480171
680	0.08304696501
681	0.08300443898
682	0.08294369501
683	0.08291649789
684	0.08287662435
685	0.08284150775
686	0.08278634178
687	0.08275823997
688	0.08272273963
689	0.08268300986
690	0.08264992231
691	0.08261954625
692	0.08255814233
693	0.08251920994
694	0.08247282292
695	0.08244293138
696	0.08239782195
697	0.08235715331
698	0.08231745715
699	0.08227993077
700	0.08225240133
701	0.08221841563
702	0.08216810592
703	0.08212564265
704	0.08207946978
705	0.08203824487
706	0.08200861868
707	0.08197285048
708	0.08191648642
709	0.08188442672
710	0.08184811031
711	0.08181175581
712	0.08176215828
713	0.08171793841
714	0.08167877826
715	0.08164742291
716	0.08160787902
717	0.08157181662
718	0.08155495192
719	0.08149257885
720	0.0814471117
721	0.08139871824
722	0.0813635399
723	0.08132052919
724	0.08128744652
725	0.08122448482
726	0.08117717512
727	0.08115236861
728	0.08112909395
729	0.08109261424
730	0.08104454506
731	0.08100486913
732	0.08096356749
733	0.08093459785
734	0.08089545959
735	0.08084290837
736	0.0808151502
737	0.08077556212
738	0.0807268467
739	0.08067831247
740	0.08064140392
741	0.08060037583
742	0.08057391873
743	0.08052244883
744	0.08048784572
745	0.08045211575
746	0.08040230621
747	0.08034721238
748	0.08030828588
749	0.08024867346
750	0.08022715946
751	0.0801970125
752	0.08016023908
753	0.08011181725
754	0.08007849934
755	0.08003353825
756	0.08001374716
757	0.07997532509
758	0.07993175131
759	0.07990335088
760	0.0798780704
761	0.07985065152
762	0.07980547344
763	0.0797783101
764	0.07974243443
765	0.07971340267
766	0.07968979223
767	0.07963211886
768	0.07958239008
769	0.07954727274
770	0.07950581596
771	0.0794766328
772	0.07944124333
773	0.07940253337
774	0.07937242491
775	0.07933151469
776	0.07929879962
777	0.07928319173
778	0.07922080594
779	0.07919734975
780	0.07914235179
781	0.07911324325
782	0.07908249362
783	0.07906468888
784	0.07901790512
785	0.07898315772
786	0.07895238829
787	0.07889831247
788	0.07887328134
789	0.078837548
790	0.07879313283
791	0.07874939538
792	0.0787125159
793	0.07867318385
794	0.07862102682
795	0.07859105692
796	0.07856358756
797	0.07852540129
798	0.07847610138
799	0.07843503957
800	0.07838864662
801	0.0783528136
802	0.07832126331
803	0.07826347004
804	0.07823254843
805	0.07818259699
806	0.07814588857
807	0.07811347858
808	0.07808701347
809	0.07805510267
810	0.07803189216
811	0.07799269579
812	0.07793686029
813	0.07788591017
814	0.0778644395
815	0.07782143458
816	0.07778953741
817	0.07777003058
818	0.07774029859
819	0.07770170947
820	0.07765781329
821	0.07762318192
822	0.07760427575
823	0.07757565855
824	0.07755358955
825	0.0775224943
826	0.07748473368
827	0.07746324437
828	0.07741965034
829	0.07737442439
830	0.07732740131
831	0.07729484308
832	0.0772615702
833	0.07722220467
834	0.07719378882
835	0.07715876182
836	0.07712254065
837	0.07709121076
838	0.07706325087
839	0.07703181273
840	0.07699454848
841	0.07696557725
842	0.0769212624
843	0.07689510528
844	0.07684754143
845	0.07682880535
846	0.07680683916
847	0.07677049795
848	0.07674328746
849	0.07671762322
850	0.07668554427
851	0.07664983166
852	0.07661945306
853	0.0765912302
854	0.07655601803
855	0.07652368265
856	0.0764967892
857	0.07647486657
858	0.07644154624
859	0.0764183227
860	0.07638540164
861	0.07635100467
862	0.07632055424
863	0.07629754901
864	0.07625683329
865	0.07623473084
866	0.07620562512
867	0.0761836851
868	0.0761495001
869	0.07612460452
870	0.07608677408
871	0.07606240116
872	0.07603130926
873	0.07598844237
874	0.07596354013
875	0.07592311282
876	0.07589766938
877	0.07586584369
878	0.07583396733
879	0.07580687321
880	0.07578659596
881	0.07574800731
882	0.07573040329
883	0.07569112761
884	0.07566547193
885	0.07562321818
886	0.07559291902
887	0.07556221342
888	0.07553346623
889	0.07550606045
890	0.0754741971
891	0.07544764995
892	0.07541777239
893	0.0753892298
894	0.07536031028
895	0.07531398852
896	0.07528026277
897	0.07524858915
898	0.07522029183
899	0.07518892842
900	0.07516160669
901	0.07511626207
902	0.07508834158
903	0.075058309
904	0.07502026441
905	0.07498259639
906	0.07495622932
907	0.07489432642
908	0.0748656935
909	0.07485113019
910	0.0748319087
911	0.07481077526
912	0.07477518507
913	0.07474993756
914	0.07473080001
915	0.07470627974
916	0.07467752476
917	0.07465721016
918	0.07461597491
919	0.07459368185
920	0.0745351019
921	0.07451143157
922	0.07447326313
923	0.07443987713
924	0.07442055463
925	0.07437292533
926	0.07433124797
927	0.07429992896
928	0.07426684985
929	0.07423309391
930	0.07419873558
931	0.07417517909
932	0.07415069156
933	0.07412208255
934	0.07409065374
935	0.07406433193
936	0.0740524404
937	0.07400121266
938	0.07394652131
939	0.07391328179
940	0.07388376183
941	0.07384718933
942	0.073816469
943	0.07378432988
944	0.07375669427
945	0.07372347031
946	0.0736921522
947	0.07365685345
948	0.07362957162
949	0.07360174573
950	0.07356847146
951	0.07354373172
952	0.07351342423
953	0.07348528154
954	0.07346163938
955	0.07343319006
956	0.07341283012
957	0.07338865624
958	0.07336218398
959	0.07333067513
960	0.07328493963
961	0.07326544901
962	0.07323813977
963	0.07321365253
964	0.07317877856
965	0.07314584689
966	0.07311876777
967	0.07307513623
968	0.07303419507
969	0.07300556469
970	0.07297561854
971	0.07293440876
972	0.0728944081
973	0.07287032985
974	0.07284472901
975	0.07279551032
976	0.07276991353
977	0.07273757508
978	0.07271500358
979	0.07268753438
980	0.07265741917
981	0.0726268857
982	0.07259335851
983	0.07257185447
984	0.07253834038
985	0.07248835467
986	0.07245313241
987	0.07243877651
988	0.07240519685
989	0.0723745393
990	0.07235278412
991	0.07231682313
992	0.07229223958
993	0.07223804889
994	0.07222024907
995	0.07218924528
996	0.07215945515
997	0.07211400536
998	0.07206956163
999	0.07204063996
