iter	RMSE
316	0.2624505249
317	0.2624101134
318	0.2623754512
319	0.2623190948
320	0.2623140888
321	0.2622308665
322	0.2621043414
323	0.2620246216
324	0.2619611623
325	0.2619315441
326	0.2619165242
327	0.2618592918
328	0.2617483553
329	0.2617440039
330	0.2616935339
331	0.2616388539
332	0.2616037694
333	0.2615934142
334	0.2615359612
335	0.2614372542
336	0.2614104221
337	0.2613238092
338	0.2612433574
339	0.2611869539
340	0.2611333345
341	0.2610909527
342	0.2610347034
343	0.2609332249
344	0.2609031263
345	0.260827971
346	0.2608044236
347	0.2607550815
348	0.2607120468
349	0.2606516366
350	0.2606456495
351	0.2606336678
352	0.2606181612
353	0.2604959369
354	0.2604381723
355	0.2604124788
356	0.2603276957
357	0.2602475814
358	0.2601634605
359	0.2600864251
360	0.2599327741
361	0.2598921333
362	0.2598499131
363	0.2597682801
364	0.2596957998
365	0.2596509077
366	0.2595464342
367	0.2594378141
368	0.2593660249
369	0.2593370973
370	0.2592162248
371	0.2592107374
372	0.2591897327
373	0.2591742141
374	0.2591239789
375	0.2591165163
376	0.2590315761
377	0.2589236383
378	0.258814597
379	0.2587308434
380	0.2587229732
381	0.2586832538
382	0.258604129
383	0.2585375737
384	0.2585065479
385	0.2583945195
386	0.2583591344
387	0.2582798929
388	0.2582309324
389	0.258152935
390	0.2581129292
391	0.2580521886
392	0.2580258008
393	0.2579690467
394	0.2579513603
395	0.2579304168
396	0.257899468
397	0.2578366133
398	0.2577725633
399	0.2577686997
400	0.2577331682
401	0.2576621685
402	0.2575986984
403	0.2575840216
404	0.2575508538
405	0.2575088586
406	0.2574009912
407	0.2572887049
408	0.2572839327
409	0.2572492347
410	0.2571396884
411	0.257110382
412	0.2571057912
413	0.2570619715
414	0.2570565513
415	0.2569782228
416	0.2568608654
417	0.2567971774
418	0.25677843
419	0.2567233706
420	0.2566223568
421	0.2565913234
422	0.2565496579
423	0.25647449
424	0.256396555
425	0.2563448955
426	0.2562821401
427	0.2562470132
428	0.256193536
429	0.256090291
430	0.2560785093
431	0.2559962662
432	0.2559416985
433	0.2559406263
434	0.2558791387
435	0.2557872351
436	0.2556744378
437	0.2556039065
438	0.2555488638
439	0.2555164422
440	0.2554856033
441	0.2554100338
442	0.2553754594
443	0.2553150551
444	0.2552402729
445	0.2551807107
446	0.2551548203
447	0.2551357049
448	0.255126272
449	0.2550896501
450	0.2550581293
451	0.2550513364
452	0.2550034944
453	0.2549711838
454	0.2549259666
455	0.2549012703
456	0.254814334
457	0.2547649896
458	0.2547468147
459	0.2547455234
460	0.2547271964
461	0.2546517529
462	0.2545945341
463	0.25451845
464	0.2545107259
465	0.2545064212
466	0.2544437166
467	0.2543616139
468	0.2542835577
469	0.2542503588
470	0.2541851282
471	0.2541625695
472	0.2541617308
473	0.2541074635
474	0.2540162826
475	0.2539664072
476	0.2539082573
477	0.253876475
478	0.2537966389
479	0.2537774996
480	0.2537403052
481	0.2537137816
482	0.2536788307
483	0.2536349082
484	0.25355996
485	0.2535073986
486	0.2534596523
487	0.2534208488
488	0.2533989287
489	0.253381033
490	0.2533086949
491	0.2532667982
492	0.2531615853
493	0.2531419831
494	0.2531294195
495	0.2530681257
496	0.2529977613
497	0.2529383577
498	0.2529354133
499	0.252874892
500	0.2528641309
501	0.2528227103
502	0.2527604938
503	0.2527190429
504	0.2526260299
505	0.2525705205
506	0.2525623501
507	0.2524532576
508	0.2524157132
509	0.2523946856
510	0.2523788382
511	0.2523402376
512	0.2522496234
513	0.2521662396
514	0.2521349831
515	0.2521172876
516	0.2520879717
517	0.2520711926
518	0.2520636051
519	0.2520446522
520	0.2519766719
521	0.2519395914
522	0.2519236457
523	0.2518597482
524	0.2518249798
525	0.2517895366
526	0.2517592892
527	0.2516996451
528	0.2516725456
529	0.2516311397
530	0.2515959291
531	0.2515205556
532	0.2514946309
533	0.2514709243
534	0.2514151422
535	0.251340274
536	0.2513288702
537	0.2512967005
538	0.2512128359
539	0.2511813615
540	0.2511607137
541	0.2511258126
542	0.2509983849
543	0.250940319
544	0.2508839129
545	0.2508219687
546	0.2507447163
547	0.2507187454
548	0.2506943283
549	0.2506709185
550	0.2506161611
551	0.2505781974
552	0.250499648
553	0.250449787
554	0.250354065
555	0.2503486072
556	0.2502578254
557	0.2502233165
558	0.2502002555
559	0.2501894761
560	0.2501546828
561	0.2501150762
562	0.2500835893
563	0.2500449194
564	0.2499917025
565	0.2499645981
566	0.2499301976
567	0.2498978563
568	0.249884613
569	0.2498332728
570	0.2497697459
571	0.2497278213
572	0.2496919518
573	0.2496725728
574	0.2496014916
575	0.2495732597
576	0.2495326406
577	0.2494570211
578	0.2493307251
579	0.2492921058
580	0.2492762964
581	0.2492175876
582	0.2492011245
583	0.2491786845
584	0.2491293214
585	0.2491171998
586	0.2491084387
587	0.249095895
588	0.2490374297
589	0.2489966
590	0.248954576
591	0.2489384275
592	0.2488845404
593	0.2488368372
594	0.2487865297
595	0.2487560861
596	0.248687025
597	0.2486234854
598	0.248589907
599	0.2485512197
600	0.2485163091
601	0.2485044121
602	0.2484436695
603	0.2484417567
604	0.2484299747
605	0.248376536
606	0.2483199237
607	0.2483031604
608	0.2481459281
609	0.2481206675
610	0.2480433749
611	0.2479903062
612	0.2479376193
613	0.2478855394
614	0.2478525967
615	0.2478354912
616	0.2478001372
617	0.2477654597
618	0.2477296384
619	0.2477274749
620	0.247696854
621	0.2476663871
622	0.2476314459
623	0.2475991391
624	0.2475519281
625	0.2475279183
626	0.2474459004
627	0.2473911628
628	0.2473556202
629	0.2473305494
630	0.2472908372
631	0.2472678849
632	0.2472066001
633	0.2471831576
634	0.2471525777
635	0.2471453947
636	0.2471125649
637	0.2470659938
638	0.2470290703
639	0.2469974162
640	0.2469506169
641	0.246923717
642	0.2469052878
643	0.2468825997
644	0.2468701602
645	0.2468551541
646	0.2467836093
647	0.2467565733
648	0.2466935256
649	0.2466653646
650	0.2466417756
651	0.2466211502
652	0.2466013621
653	0.2465541261
654	0.2465333718
655	0.2464852555
656	0.2464386176
657	0.2463819793
658	0.2463547875
659	0.2463090075
660	0.2462627127
661	0.2462435195
662	0.2461658181
663	0.2461217829
664	0.2460832494
665	0.2460355486
666	0.246011898
667	0.2459587261
668	0.2459062506
669	0.245878815
670	0.2458665276
671	0.2458038702
672	0.2457609763
673	0.2457379161
674	0.2457133141
675	0.2456969402
676	0.245666666
677	0.2456434073
678	0.2456230603
679	0.2456043914
680	0.2455896199
681	0.2455839981
682	0.2455640218
683	0.2455475467
684	0.2455414172
685	0.2454574203
686	0.2454077326
687	0.2453568093
688	0.2453324219
689	0.2452754151
690	0.2452241019
691	0.2451883453
692	0.2451373312
693	0.2450937324
694	0.245045534
695	0.2449803707
696	0.2449701474
697	0.2449690243
698	0.2449473746
699	0.244880964
700	0.2448051998
701	0.2447815945
702	0.2447435911
703	0.2447047777
704	0.2446204446
705	0.2446087298
706	0.2445971202
707	0.2445472264
708	0.2444911511
709	0.2444240684
710	0.2443969206
711	0.2443773305
712	0.2443601717
713	0.2443408553
714	0.244312567
715	0.2442775788
716	0.2441779082
717	0.2441209885
718	0.2441108458
719	0.2440489715
720	0.2440366488
721	0.2439947609
722	0.2439505378
723	0.2438973019
724	0.2438838321
725	0.2438617791
726	0.2438386768
727	0.2437685101
728	0.2436993126
729	0.2436610379
730	0.2436459931
731	0.2436208826
732	0.2435606682
733	0.2435218316
734	0.2435131467
735	0.2434536324
736	0.2434032727
737	0.2433899106
738	0.2433675316
739	0.2433479767
740	0.2433055108
741	0.2432903769
742	0.2432628377
743	0.2432236008
744	0.2432165353
745	0.243182378
746	0.2431812226
747	0.2431644889
748	0.2431384578
749	0.2430934575
750	0.2430771917
751	0.2430289129
752	0.2430095284
753	0.2429678749
754	0.2429524548
755	0.2429323563
756	0.2429294196
757	0.2428800742
758	0.242840394
759	0.2427962018
760	0.2427506558
761	0.2427000751
762	0.2426836859
763	0.2426481162
764	0.2426092464
765	0.2425728488
766	0.2425510836
767	0.2425211962
768	0.2424961667
769	0.2424122079
770	0.2424051204
771	0.242377815
772	0.24233854
773	0.2423274585
774	0.2423164096
775	0.2422638278
776	0.2422050542
777	0.2421484551
778	0.2421407589
779	0.2421201335
780	0.242103795
781	0.2420537043
782	0.2420261361
783	0.2419960725
784	0.2419773423
785	0.2419581091
786	0.2419484906
787	0.2419439635
788	0.2419385568
789	0.2419163824
790	0.2418791846
791	0.2418708509
792	0.241842695
793	0.2417921862
794	0.2417679857
795	0.2417503957
796	0.2417113454
797	0.2416687195
798	0.2416322631
799	0.241585979
800	0.2415603203
801	0.2415539447
802	0.2415312723
803	0.2415097018
804	0.2414891696
805	0.2414653349
806	0.241431391
807	0.2414185994
808	0.2413859482
809	0.2413376322
810	0.2413368109
811	0.2413297342
812	0.2412639944
813	0.241241631
814	0.2412059645
815	0.2411534742
816	0.2410954141
817	0.2410413256
818	0.2409997013
819	0.240983661
820	0.2409537121
821	0.2409109479
822	0.2408772108
823	0.2408542634
824	0.2408372879
825	0.2408291651
826	0.2407996855
827	0.240704498
828	0.2406642782
829	0.2406427168
830	0.2406292641
831	0.2406000302
832	0.2405842109
833	0.2405829596
834	0.2405716617
835	0.2405125137
836	0.2404798413
837	0.2404747015
838	0.2404743156
839	0.2404735096
840	0.2404305157
841	0.2404105563
842	0.2403866408
843	0.2403679759
844	0.2403510897
845	0.2403390173
846	0.2403122214
847	0.2402733999
848	0.2402492481
849	0.2402190475
850	0.2402072876
851	0.2401910536
852	0.2401762758
853	0.2401743311
854	0.2401712683
855	0.2401424644
856	0.2400993009
857	0.2400504011
858	0.2400282163
859	0.2399624224
860	0.2399245727
861	0.2399223906
862	0.2398764577
863	0.2398458522
864	0.2398299285
865	0.2398166556
866	0.2397866518
867	0.2397672288
868	0.2397095089
869	0.2396913292
870	0.2396733143
871	0.2396666952
872	0.2396234721
873	0.2396182033
874	0.2396159183
875	0.2396030934
876	0.2395425614
877	0.2394988329
878	0.239468966
879	0.2394592467
880	0.239457027
881	0.2394447892
882	0.239444019
883	0.2394002002
884	0.2393943526
885	0.239378717
886	0.239340419
887	0.2393398684
888	0.2393351633
889	0.2393131591
890	0.2392578846
891	0.2392325628
892	0.2391753484
893	0.2391563545
894	0.2391480251
895	0.2391367275
896	0.2390930603
897	0.239075464
898	0.239066049
899	0.2390236674
900	0.2390148713
901	0.2390050128
902	0.2389783371
903	0.2389592481
904	0.2389366556
905	0.2388877412
906	0.2388505293
907	0.2388182888
908	0.2387453586
909	0.2387052746
910	0.2386242712
911	0.2386197664
912	0.2386190838
913	0.2385788587
914	0.2385706451
915	0.2385375981
916	0.2384953695
917	0.2384798848
918	0.2384692848
919	0.2384479515
920	0.2384412064
921	0.2384190543
922	0.2384066246
923	0.2383897532
924	0.2383780513
925	0.2383214044
926	0.2382982901
927	0.238263601
928	0.2382444318
929	0.2382311011
930	0.2382156866
931	0.2381935409
932	0.2381677009
933	0.2381369782
934	0.2381212127
935	0.2381012452
936	0.2380911503
937	0.2380621845
938	0.2380276681
939	0.2380038569
940	0.2379817423
941	0.2379337023
942	0.2379177626
943	0.2378880308
944	0.2378641812
945	0.2378128764
946	0.2377976559
947	0.237785552
948	0.2377302896
949	0.2377177606
950	0.2376802607
951	0.2376338987
952	0.2376296422
953	0.2376086025
954	0.2375981147
955	0.2375716322
956	0.2375177138
957	0.2374687457
958	0.2374615526
959	0.237440369
960	0.2374269257
961	0.2374151107
962	0.2373414209
963	0.2373253911
964	0.2373016716
965	0.2372529197
966	0.2372468022
967	0.2371691233
968	0.2371621857
969	0.2371374596
970	0.2371171557
971	0.2370497953
972	0.2370242441
973	0.2369424369
974	0.2369159988
975	0.2368613002
976	0.2368344266
977	0.2368317966
978	0.2368167103
979	0.2368164339
980	0.2367790683
981	0.2367408011
982	0.2367191691
983	0.2367042462
984	0.2366869216
985	0.2366724739
986	0.2366140339
987	0.2365883823
988	0.2365881813
989	0.2365502654
990	0.2365079041
991	0.2364980473
992	0.2364824977
993	0.2364143139
994	0.2364109236
995	0.2363411923
996	0.2363238961
997	0.2363044315
998	0.2362962144
999	0.2362778707
